CSE,owner,35,california
D_user_39066,user,68,NO
N_user_39067,user,53,IN
B_user_39068,user,46,MI
R_user_39069,user,20,WI
X_user_39070,user,24,PE
S_user_39071,user,35,SO
M_user_39072,user,42,AR
T_user_39073,user,26,CA
U_user_39074,user,32,IN
V_user_39075,user,14,WY
M_user_39076,user,53,LO
A_user_39077,user,93,VI
E_user_39078,user,62,IL
B_user_39079,user,73,OK
A_user_39080,user,63,WA
D_user_39081,user,99,AL
U_user_39082,user,63,CO
K_user_39083,user,75,DE
A_user_39084,user,71,KE
B_user_39085,user,73,NO
E_user_39086,user,79,RH
X_user_39087,user,14,NE
W_user_39088,user,74,AL
Y_user_39089,user,39,PE
D_user_39090,user,27,NE
G_user_39091,user,23,NE
D_user_39092,user,36,CA
P_user_39093,user,65,MA
H_user_39094,user,12,VI
T_user_39095,user,83,OK
V_user_39096,user,39,WI
N_user_39097,user,34,MI
K_user_39098,user,36,IL
W_user_39099,user,18,CO
Z_user_39100,user,71,OH
N_user_39101,user,28,TE
F_user_39102,user,79,IL
V_user_39103,user,93,NE
Z_user_39104,user,97,SO
D_user_39105,user,59,SO
V_user_39106,user,97,CA
V_user_39107,user,59,HA
J_user_39108,user,19,MO
G_user_39109,user,64,SO
L_user_39110,user,23,NE
D_user_39111,user,97,NO
B_user_39112,user,60,DE
I_user_39113,user,58,IO
N_user_39114,user,35,NE
R_user_39115,user,87,CA
B_user_39116,user,17,WE
E_user_39117,user,63,SO
W_user_39118,user,96,IO
O_user_39119,user,31,OH
M_user_39120,user,17,WA
V_user_39121,user,40,MA
S_user_39122,user,80,MA
Q_user_39123,user,56,NE
P_user_39124,user,78,OH
N_user_39125,user,92,MA
P_user_39126,user,14,VE
L_user_39127,user,48,NO
H_user_39128,user,65,RH
H_user_39129,user,83,PE
O_user_39130,user,76,NE
S_user_39131,user,31,NO
M_user_39132,user,89,ID
P_user_39133,user,59,MI
X_user_39134,user,50,GE
P_user_39135,user,48,CO
F_user_39136,user,63,OH
A_user_39137,user,88,GE
W_user_39138,user,16,CO
J_user_39139,user,58,WA
X_user_39140,user,65,NE
V_user_39141,user,93,NE
X_user_39142,user,58,DE
Z_user_39143,user,53,UT
J_user_39144,user,25,DE
I_user_39145,user,80,GE
M_user_39146,user,78,PE
U_user_39147,user,56,LO
W_user_39148,user,82,IN
A_user_39149,user,42,LO
R_user_39150,user,75,UT
B_user_39151,user,86,NO
X_user_39152,user,39,NE
J_user_39153,user,60,MA
N_user_39154,user,33,OH
F_user_39155,user,24,PE
Y_user_39156,user,79,AR
E_user_39157,user,13,SO
Z_user_39158,user,17,IO
N_user_39159,user,37,WE
N_user_39160,user,72,SO
R_user_39161,user,57,SO
K_user_39162,user,16,AL
L_user_39163,user,95,WY
R_user_39164,user,55,KA
D_user_39165,user,45,MI
X_user_39166,user,52,AR
K_user_39167,user,63,VE
F_user_39168,user,50,MI
J_user_39169,user,78,MA
J_user_39170,user,58,NO
Z_user_39171,user,71,HA
O_user_39172,user,19,SO
Z_user_39173,user,87,WA
F_user_39174,user,67,MA
X_user_39175,user,32,TE
F_user_39176,user,82,TE
O_user_39177,user,49,WI
W_user_39178,user,18,NO
N_user_39179,user,57,CO
N_user_39180,user,13,AL
T_user_39181,user,78,NE
K_user_39182,user,84,MI
O_user_39183,user,80,OH
S_user_39184,user,62,CO
K_user_39185,user,70,AR
V_user_39186,user,75,WE
Y_user_39187,user,13,KE
I_user_39188,user,17,VI
I_user_39189,user,91,MA
W_user_39190,user,32,VI
Y_user_39191,user,81,CO
P_user_39192,user,17,MA
Y_user_39193,user,89,NE
Y_user_39194,user,44,NE
G_user_39195,user,77,NO
S_user_39196,user,46,NO
M_user_39197,user,37,AL
O_user_39198,user,26,MI
A_user_39199,user,94,MA
A_user_39200,user,85,MI
R_user_39201,user,47,WI
Z_user_39202,user,67,VE
N_user_39203,user,71,AR
A_user_39204,user,60,OH
S_user_39205,user,99,NE
E_user_39206,user,79,WY
V_user_39207,user,30,IO
P_user_39208,user,49,CA
Y_user_39209,user,66,NO
L_user_39210,user,44,PE
R_user_39211,user,88,KA
T_user_39212,user,70,NE
M_user_39213,user,54,NE
P_user_39214,user,77,DE
F_user_39215,user,88,AL
J_user_39216,user,83,MI
X_user_39217,user,99,OR
E_user_39218,user,90,NE
V_user_39219,user,58,MA
G_user_39220,user,97,WA
P_user_39221,user,65,IL
Y_user_39222,user,87,SO
R_user_39223,user,38,WI
G_user_39224,user,30,TE
L_user_39225,user,38,WI
M_user_39226,user,43,IL
E_user_39227,user,15,OR
S_user_39228,user,25,CO
A_user_39229,user,25,NE
N_user_39230,user,47,AR
G_user_39231,user,35,MO
F_user_39232,user,44,UT
F_user_39233,user,17,MI
E_user_39234,user,15,VE
X_user_39235,user,12,TE
M_user_39236,user,25,WA
K_user_39237,user,85,NE
E_user_39238,user,97,TE
Y_user_39239,user,61,KA
D_user_39240,user,43,NE
P_user_39241,user,22,MA
V_user_39242,user,16,NE
R_user_39243,user,88,WE
E_user_39244,user,83,IL
O_user_39245,user,79,MI
Z_user_39246,user,85,MA
O_user_39247,user,83,OK
U_user_39248,user,27,FL
B_user_39249,user,77,AR
E_user_39250,user,18,WE
X_user_39251,user,91,LO
C_user_39252,user,34,RH
D_user_39253,user,42,LO
H_user_39254,user,51,IL
N_user_39255,user,96,WA
J_user_39256,user,76,NO
V_user_39257,user,52,NE
H_user_39258,user,99,PE
H_user_39259,user,88,AL
T_user_39260,user,30,RH
W_user_39261,user,91,MO
C_user_39262,user,47,IO
A_user_39263,user,95,VI
U_user_39264,user,59,SO
W_user_39265,user,48,NE
G_user_39266,user,66,RH
F_user_39267,user,28,NO
H_user_39268,user,62,WE
P_user_39269,user,97,CO
U_user_39270,user,37,SO
D_user_39271,user,46,MA
J_user_39272,user,37,CO
J_user_39273,user,73,RH
P_user_39274,user,42,OR
C_user_39275,user,77,WA
G_user_39276,user,54,WA
X_user_39277,user,61,VE
H_user_39278,user,29,WA
W_user_39279,user,53,GE
Y_user_39280,user,89,NE
Y_user_39281,user,26,MI
V_user_39282,user,39,CA
H_user_39283,user,52,CA
M_user_39284,user,25,TE
L_user_39285,user,91,IN
O_user_39286,user,15,KE
V_user_39287,user,60,PE
A_user_39288,user,40,TE
H_user_39289,user,87,VE
N_user_39290,user,94,RH
U_user_39291,user,20,MO
F_user_39292,user,14,UT
I_user_39293,user,24,TE
E_user_39294,user,31,MA
S_user_39295,user,73,MO
U_user_39296,user,15,ID
A_user_39297,user,86,SO
K_user_39298,user,16,WY
X_user_39299,user,17,AR
L_user_39300,user,30,CO
R_user_39301,user,82,OH
X_user_39302,user,40,MI
K_user_39303,user,32,VE
A_user_39304,user,18,NO
T_user_39305,user,56,AR
R_user_39306,user,22,MI
S_user_39307,user,18,AR
F_user_39308,user,83,AL
W_user_39309,user,12,MA
L_user_39310,user,99,SO
W_user_39311,user,41,WI
F_user_39312,user,25,WY
X_user_39313,user,37,WI
C_user_39314,user,37,OH
Q_user_39315,user,41,LO
M_user_39316,user,58,AL
B_user_39317,user,96,KE
Y_user_39318,user,64,MI
F_user_39319,user,14,MI
P_user_39320,user,69,IL
K_user_39321,user,68,AR
E_user_39322,user,26,AR
T_user_39323,user,87,UT
A_user_39324,user,64,OH
X_user_39325,user,43,NE
S_user_39326,user,50,VE
F_user_39327,user,35,MI
S_user_39328,user,74,IL
L_user_39329,user,97,NE
L_user_39330,user,13,UT
N_user_39331,user,33,RH
S_user_39332,user,62,OH
K_user_39333,user,78,NO
F_user_39334,user,86,KA
D_user_39335,user,92,CA
H_user_39336,user,38,IO
K_user_39337,user,77,MO
H_user_39338,user,40,CA
X_user_39339,user,45,GE
L_user_39340,user,72,OK
Z_user_39341,user,96,TE
K_user_39342,user,82,NE
A_user_39343,user,99,ID
U_user_39344,user,23,WY
Q_user_39345,user,27,RH
Z_user_39346,user,96,WE
H_user_39347,user,86,ID
A_user_39348,user,40,KA
S_user_39349,user,37,LO
O_user_39350,user,65,SO
E_user_39351,user,81,NO
E_user_39352,user,87,VE
V_user_39353,user,78,OR
N_user_39354,user,49,MI
L_user_39355,user,20,PE
H_user_39356,user,30,AL
B_user_39357,user,26,KA
K_user_39358,user,28,VE
Z_user_39359,user,25,UT
S_user_39360,user,66,WY
Q_user_39361,user,12,IN
O_user_39362,user,13,IL
M_user_39363,user,70,PE
U_user_39364,user,50,FL
L_user_39365,user,79,OK
P_user_39366,user,89,NE
N_user_39367,user,41,SO
K_user_39368,user,93,MI
L_user_39369,user,30,MA
W_user_39370,user,44,OH
R_user_39371,user,57,IN
T_user_39372,user,87,VE
F_user_39373,user,20,TE
T_user_39374,user,63,UT
P_user_39375,user,24,KA
Z_user_39376,user,79,MA
E_user_39377,user,31,WA
E_user_39378,user,83,DE
Q_user_39379,user,47,SO
E_user_39380,user,88,NE
S_user_39381,user,93,NO
Y_user_39382,user,14,LO
C_user_39383,user,82,VI
C_user_39384,user,90,SO
D_user_39385,user,73,AL
U_user_39386,user,88,NE
V_user_39387,user,97,VE
I_user_39388,user,69,MO
D_user_39389,user,79,OR
Z_user_39390,user,74,NE
U_user_39391,user,64,ID
B_user_39392,user,98,OH
Q_user_39393,user,68,VE
T_user_39394,user,83,MA
Q_user_39395,user,94,WI
L_user_39396,user,45,SO
S_user_39397,user,25,DE
X_user_39398,user,40,AL
U_user_39399,user,89,OR
D_user_39400,user,75,HA
H_user_39401,user,23,AR
M_user_39402,user,46,MA
E_user_39403,user,50,KA
P_user_39404,user,44,SO
E_user_39405,user,77,NE
N_user_39406,user,93,IO
P_user_39407,user,68,CO
Z_user_39408,user,70,AL
O_user_39409,user,77,AR
W_user_39410,user,44,LO
V_user_39411,user,40,MA
I_user_39412,user,30,NO
Z_user_39413,user,61,IO
E_user_39414,user,84,MI
T_user_39415,user,12,IO
E_user_39416,user,19,LO
K_user_39417,user,50,TE
H_user_39418,user,44,MA
P_user_39419,user,81,NE
D_user_39420,user,24,RH
E_user_39421,user,31,SO
E_user_39422,user,40,CO
Q_user_39423,user,91,NO
B_user_39424,user,54,NE
A_user_39425,user,99,OR
V_user_39426,user,21,FL
K_user_39427,user,99,VI
Y_user_39428,user,76,CO
O_user_39429,user,66,DE
M_user_39430,user,68,NO
B_user_39431,user,56,AR
W_user_39432,user,84,UT
X_user_39433,user,34,AL
H_user_39434,user,17,MA
W_user_39435,user,84,OR
R_user_39436,user,20,KE
Z_user_39437,user,15,WI
Z_user_39438,user,97,ID
O_user_39439,user,50,TE
H_user_39440,user,62,CO
Z_user_39441,user,65,MI
R_user_39442,user,13,HA
W_user_39443,user,45,NE
H_user_39444,user,21,AL
S_user_39445,user,97,CO
U_user_39446,user,47,IN
P_user_39447,user,19,VI
E_user_39448,user,84,ID
T_user_39449,user,51,ID
G_user_39450,user,63,PE
T_user_39451,user,64,OH
Y_user_39452,user,28,LO
A_user_39453,user,62,MA
W_user_39454,user,24,TE
F_user_39455,user,79,NO
M_user_39456,user,34,WA
A_user_39457,user,63,DE
A_user_39458,user,13,CO
F_user_39459,user,59,OR
P_user_39460,user,19,RH
R_user_39461,user,52,SO
A_user_39462,user,67,GE
U_user_39463,user,27,FL
A_user_39464,user,29,VI
S_user_39465,user,61,OR
A_user_39466,user,59,MI
S_user_39467,user,19,DE
J_user_39468,user,83,OH
G_user_39469,user,54,MA
F_user_39470,user,14,LO
X_user_39471,user,47,WI
P_user_39472,user,29,ID
G_user_39473,user,32,MA
K_user_39474,user,52,IO
O_user_39475,user,34,PE
R_user_39476,user,90,CA
J_user_39477,user,85,WY
F_user_39478,user,57,MO
N_user_39479,user,77,IO
A_user_39480,user,91,LO
A_user_39481,user,42,RH
A_user_39482,user,70,NE
W_user_39483,user,58,MI
B_user_39484,user,93,KE
B_user_39485,user,55,IL
U_user_39486,user,17,MO
N_user_39487,user,31,SO
I_user_39488,user,18,WI
L_user_39489,user,36,TE
X_user_39490,user,16,DE
F_user_39491,user,72,TE
Q_user_39492,user,53,MI
G_user_39493,user,20,NE
T_user_39494,user,89,KE
H_user_39495,user,29,IO
S_user_39496,user,97,MO
X_user_39497,user,60,MA
Z_user_39498,user,70,CO
E_user_39499,user,19,TE
J_user_39500,user,53,MI
H_user_39501,user,53,MI
T_user_39502,user,64,AR
K_user_39503,user,22,AL
I_user_39504,user,38,MA
Y_user_39505,user,53,VI
T_user_39506,user,43,NE
B_user_39507,user,27,MI
S_user_39508,user,25,IN
F_user_39509,user,12,CO
N_user_39510,user,32,WE
Y_user_39511,user,83,PE
B_user_39512,user,75,NE
C_user_39513,user,91,MO
D_user_39514,user,44,MI
V_user_39515,user,27,GE
R_user_39516,user,86,SO
J_user_39517,user,64,LO
U_user_39518,user,52,RH
L_user_39519,user,64,SO
J_user_39520,user,75,RH
L_user_39521,user,20,KE
I_user_39522,user,59,WY
G_user_39523,user,96,NE
H_user_39524,user,31,WE
N_user_39525,user,30,KE
P_user_39526,user,80,LO
Z_user_39527,user,35,IN
Q_user_39528,user,76,WE
D_user_39529,user,17,VE
M_user_39530,user,96,RH
X_user_39531,user,80,NO
K_user_39532,user,53,CO
K_user_39533,user,97,MI
I_user_39534,user,44,LO
C_user_39535,user,68,NE
L_user_39536,user,13,MA
S_user_39537,user,44,NE
G_user_39538,user,63,ID
M_user_39539,user,60,AR
J_user_39540,user,61,AL
L_user_39541,user,12,NO
N_user_39542,user,16,WI
Q_user_39543,user,20,AL
T_user_39544,user,24,TE
N_user_39545,user,48,SO
V_user_39546,user,87,LO
I_user_39547,user,47,LO
D_user_39548,user,45,MA
C_user_39549,user,51,IO
M_user_39550,user,79,NE
P_user_39551,user,14,SO
G_user_39552,user,31,AR
U_user_39553,user,53,SO
F_user_39554,user,96,IN
P_user_39555,user,22,TE
V_user_39556,user,85,MI
F_user_39557,user,78,MI
N_user_39558,user,15,VI
E_user_39559,user,57,OR
W_user_39560,user,18,AL
N_user_39561,user,58,ID
B_user_39562,user,43,NE
O_user_39563,user,38,MI
G_user_39564,user,64,IN
N_user_39565,user,30,VE
B_user_39566,user,77,SO
Q_user_39567,user,12,OR
L_user_39568,user,30,IN
Z_user_39569,user,73,CA
Y_user_39570,user,20,MI
S_user_39571,user,41,WE
Z_user_39572,user,19,HA
L_user_39573,user,39,NO
L_user_39574,user,12,NO
W_user_39575,user,73,OR
C_user_39576,user,38,MI
I_user_39577,user,47,IN
R_user_39578,user,74,MA
A_user_39579,user,74,WI
B_user_39580,user,91,OK
Y_user_39581,user,29,UT
F_user_39582,user,21,MI
V_user_39583,user,44,PE
P_user_39584,user,76,CO
H_user_39585,user,74,WA
F_user_39586,user,68,GE
Z_user_39587,user,21,IL
G_user_39588,user,82,OH
P_user_39589,user,96,MA
G_user_39590,user,87,MI
P_user_39591,user,18,NE
L_user_39592,user,47,AL
S_user_39593,user,74,LO
F_user_39594,user,92,NE
D_user_39595,user,17,CA
D_user_39596,user,90,NE
M_user_39597,user,88,NE
Z_user_39598,user,24,WA
K_user_39599,user,91,KA
H_user_39600,user,45,IO
A_user_39601,user,17,LO
Y_user_39602,user,14,IL
X_user_39603,user,55,MA
A_user_39604,user,30,NE
H_user_39605,user,98,WE
A_user_39606,user,80,WI
G_user_39607,user,33,MA
G_user_39608,user,73,KA
G_user_39609,user,75,ID
T_user_39610,user,89,AL
Y_user_39611,user,88,NE
C_user_39612,user,87,TE
T_user_39613,user,82,RH
G_user_39614,user,43,WY
I_user_39615,user,87,CO
L_user_39616,user,93,NE
A_user_39617,user,64,CA
C_user_39618,user,83,IL
G_user_39619,user,35,AR
T_user_39620,user,27,ID
N_user_39621,user,23,IN
I_user_39622,user,78,SO
M_user_39623,user,67,NE
T_user_39624,user,87,OR
X_user_39625,user,45,MO
H_user_39626,user,55,OK
V_user_39627,user,85,NE
F_user_39628,user,38,MI
B_user_39629,user,67,DE
F_user_39630,user,48,OH
S_user_39631,user,20,VE
N_user_39632,user,23,NO
X_user_39633,user,39,WY
C_user_39634,user,41,NE
F_user_39635,user,16,MI
J_user_39636,user,44,WA
X_user_39637,user,48,VI
V_user_39638,user,57,FL
U_user_39639,user,30,PE
E_user_39640,user,13,SO
U_user_39641,user,41,AR
P_user_39642,user,31,NO
A_user_39643,user,62,IO
V_user_39644,user,91,NO
T_user_39645,user,13,CO
A_user_39646,user,76,VE
I_user_39647,user,18,NE
P_user_39648,user,14,ID
D_user_39649,user,25,PE
C_user_39650,user,17,HA
H_user_39651,user,43,IL
T_user_39652,user,76,IO
Z_user_39653,user,32,MI
C_user_39654,user,32,KA
R_user_39655,user,23,ID
D_user_39656,user,55,MA
P_user_39657,user,64,TE
M_user_39658,user,48,VI
U_user_39659,user,63,OK
I_user_39660,user,25,NE
K_user_39661,user,82,MI
Z_user_39662,user,73,NE
G_user_39663,user,84,CO
S_user_39664,user,71,WE
V_user_39665,user,87,SO
G_user_39666,user,33,IN
D_user_39667,user,25,SO
K_user_39668,user,95,UT
G_user_39669,user,31,MO
I_user_39670,user,90,AL
Z_user_39671,user,60,ID
I_user_39672,user,87,WI
H_user_39673,user,44,PE
E_user_39674,user,81,NE
A_user_39675,user,46,IL
U_user_39676,user,83,AR
K_user_39677,user,51,PE
M_user_39678,user,21,WE
B_user_39679,user,25,MA
M_user_39680,user,67,SO
N_user_39681,user,43,AR
J_user_39682,user,49,AL
H_user_39683,user,73,MA
U_user_39684,user,16,IO
F_user_39685,user,39,NE
F_user_39686,user,31,AR
K_user_39687,user,74,SO
I_user_39688,user,41,IL
I_user_39689,user,14,NO
A_user_39690,user,99,IL
R_user_39691,user,65,UT
E_user_39692,user,38,OR
I_user_39693,user,90,IL
N_user_39694,user,64,WE
H_user_39695,user,23,TE
Q_user_39696,user,32,MA
Y_user_39697,user,54,WA
S_user_39698,user,26,RH
O_user_39699,user,79,SO
A_user_39700,user,27,GE
T_user_39701,user,89,OR
I_user_39702,user,23,NE
N_user_39703,user,40,CO
P_user_39704,user,58,NE
Q_user_39705,user,16,SO
O_user_39706,user,52,VE
T_user_39707,user,85,VI
C_user_39708,user,53,MO
Z_user_39709,user,64,OK
S_user_39710,user,25,UT
O_user_39711,user,42,GE
F_user_39712,user,97,NE
R_user_39713,user,89,NE
C_user_39714,user,49,MA
M_user_39715,user,33,MO
G_user_39716,user,44,NE
T_user_39717,user,63,NE
B_user_39718,user,26,CA
B_user_39719,user,66,AL
E_user_39720,user,43,CA
V_user_39721,user,91,VE
Q_user_39722,user,92,MI
F_user_39723,user,16,NE
O_user_39724,user,42,MI
Z_user_39725,user,71,WI
I_user_39726,user,72,MO
P_user_39727,user,48,AL
L_user_39728,user,96,NE
T_user_39729,user,71,CA
G_user_39730,user,87,NE
Q_user_39731,user,76,LO
T_user_39732,user,21,OH
T_user_39733,user,75,VI
G_user_39734,user,77,NO
T_user_39735,user,93,OK
W_user_39736,user,90,NE
C_user_39737,user,57,AL
F_user_39738,user,58,LO
O_user_39739,user,47,NE
G_user_39740,user,99,RH
Z_user_39741,user,88,RH
M_user_39742,user,69,AL
Y_user_39743,user,46,WY
G_user_39744,user,98,MA
M_user_39745,user,16,MA
Z_user_39746,user,60,AL
C_user_39747,user,38,HA
E_user_39748,user,91,WI
C_user_39749,user,54,WI
J_user_39750,user,74,WY
Z_user_39751,user,80,ID
K_user_39752,user,88,OH
W_user_39753,user,75,AR
J_user_39754,user,70,AL
T_user_39755,user,96,NO
C_user_39756,user,49,AL
O_user_39757,user,93,ID
L_user_39758,user,22,SO
U_user_39759,user,51,SO
Y_user_39760,user,42,LO
S_user_39761,user,30,AL
U_user_39762,user,14,NO
K_user_39763,user,85,AR
Q_user_39764,user,89,OK
D_user_39765,user,97,RH
X_user_39766,user,40,UT
P_user_39767,user,48,TE
O_user_39768,user,35,NE
S_user_39769,user,36,TE
A_user_39770,user,48,WY
T_user_39771,user,16,OH
S_user_39772,user,57,NO
Y_user_39773,user,55,MA
H_user_39774,user,83,NE
J_user_39775,user,36,NE
K_user_39776,user,92,SO
F_user_39777,user,43,MA
Q_user_39778,user,53,MO
O_user_39779,user,46,IL
S_user_39780,user,51,NE
B_user_39781,user,54,SO
Y_user_39782,user,45,CA
D_user_39783,user,19,WI
F_user_39784,user,28,WE
Z_user_39785,user,27,SO
F_user_39786,user,47,OR
G_user_39787,user,38,RH
U_user_39788,user,23,CO
Z_user_39789,user,63,NO
L_user_39790,user,53,OK
Q_user_39791,user,53,MI
Q_user_39792,user,19,AL
A_user_39793,user,23,MI
U_user_39794,user,17,MI
X_user_39795,user,47,MI
C_user_39796,user,59,HA
L_user_39797,user,38,MA
B_user_39798,user,27,MA
D_user_39799,user,85,CO
L_user_39800,user,17,WI
V_user_39801,user,12,NE
R_user_39802,user,74,FL
B_user_39803,user,45,WA
S_user_39804,user,53,PE
L_user_39805,user,40,FL
V_user_39806,user,66,AL
B_user_39807,user,69,IL
O_user_39808,user,82,GE
U_user_39809,user,94,NO
I_user_39810,user,33,CA
L_user_39811,user,84,NE
S_user_39812,user,93,WY
M_user_39813,user,20,TE
D_user_39814,user,71,AL
E_user_39815,user,92,MA
K_user_39816,user,44,WY
X_user_39817,user,94,NE
E_user_39818,user,33,AL
M_user_39819,user,36,MI
M_user_39820,user,15,VE
A_user_39821,user,91,NE
V_user_39822,user,17,CO
N_user_39823,user,98,MI
P_user_39824,user,21,MI
I_user_39825,user,47,MI
Z_user_39826,user,54,MA
N_user_39827,user,44,WE
X_user_39828,user,54,MA
T_user_39829,user,88,MA
Z_user_39830,user,34,CO
E_user_39831,user,79,PE
Q_user_39832,user,72,WI
G_user_39833,user,53,NE
W_user_39834,user,68,HA
W_user_39835,user,48,VE
I_user_39836,user,49,NE
I_user_39837,user,16,KA
W_user_39838,user,19,OH
H_user_39839,user,80,LO
Z_user_39840,user,16,IO
T_user_39841,user,69,DE
Z_user_39842,user,85,TE
V_user_39843,user,44,MA
S_user_39844,user,64,MI
H_user_39845,user,52,NE
U_user_39846,user,43,AR
X_user_39847,user,26,WE
U_user_39848,user,26,WY
C_user_39849,user,65,AR
Q_user_39850,user,34,NO
X_user_39851,user,87,NO
S_user_39852,user,14,MO
G_user_39853,user,99,WA
T_user_39854,user,15,OK
D_user_39855,user,37,GE
U_user_39856,user,86,OR
F_user_39857,user,89,NE
L_user_39858,user,63,KA
M_user_39859,user,82,MI
F_user_39860,user,95,OK
X_user_39861,user,81,NE
O_user_39862,user,97,SO
H_user_39863,user,42,SO
H_user_39864,user,61,WE
O_user_39865,user,19,OH
N_user_39866,user,74,WA
J_user_39867,user,38,NE
G_user_39868,user,65,OK
W_user_39869,user,91,WY
U_user_39870,user,20,WY
G_user_39871,user,46,GE
U_user_39872,user,82,OR
H_user_39873,user,61,NO
H_user_39874,user,67,OH
Z_user_39875,user,42,IO
Q_user_39876,user,30,AL
K_user_39877,user,65,KA
I_user_39878,user,45,WI
Y_user_39879,user,15,IN
W_user_39880,user,28,ID
Y_user_39881,user,14,NE
X_user_39882,user,36,KA
P_user_39883,user,44,CO
P_user_39884,user,39,NO
X_user_39885,user,36,NE
Q_user_39886,user,26,AR
F_user_39887,user,90,WI
Q_user_39888,user,41,WY
V_user_39889,user,97,NO
D_user_39890,user,97,NO
T_user_39891,user,35,MI
B_user_39892,user,81,FL
S_user_39893,user,86,MA
Y_user_39894,user,45,NE
O_user_39895,user,84,KA
E_user_39896,user,82,IO
H_user_39897,user,51,DE
N_user_39898,user,24,AL
V_user_39899,user,44,CA
L_user_39900,user,67,SO
T_user_39901,user,29,HA
E_user_39902,user,65,OR
O_user_39903,user,30,PE
G_user_39904,user,69,MI
C_user_39905,user,33,OR
H_user_39906,user,88,HA
C_user_39907,user,18,TE
F_user_39908,user,20,LO
C_user_39909,user,24,KE
Y_user_39910,user,26,CO
B_user_39911,user,31,NO
F_user_39912,user,92,IN
W_user_39913,user,43,OR
O_user_39914,user,20,DE
X_user_39915,user,77,OK
T_user_39916,user,55,VI
Y_user_39917,user,65,AR
L_user_39918,user,39,WY
H_user_39919,user,14,NE
Y_user_39920,user,66,MI
E_user_39921,user,84,MI
B_user_39922,user,40,TE
P_user_39923,user,21,HA
K_user_39924,user,65,AR
Q_user_39925,user,99,MI
U_user_39926,user,34,WY
Z_user_39927,user,46,MA
T_user_39928,user,37,OH
I_user_39929,user,32,IN
A_user_39930,user,73,CO
U_user_39931,user,84,CO
Z_user_39932,user,49,CA
K_user_39933,user,98,NE
N_user_39934,user,77,VI
D_user_39935,user,98,IL
B_user_39936,user,35,NE
W_user_39937,user,37,MI
V_user_39938,user,96,WE
M_user_39939,user,40,VE
T_user_39940,user,29,GE
V_user_39941,user,70,OR
C_user_39942,user,37,OK
X_user_39943,user,15,FL
Z_user_39944,user,32,SO
H_user_39945,user,83,IN
O_user_39946,user,86,NE
Z_user_39947,user,15,TE
G_user_39948,user,90,HA
W_user_39949,user,40,KA
U_user_39950,user,25,FL
B_user_39951,user,13,KE
V_user_39952,user,85,HA
Z_user_39953,user,13,DE
L_user_39954,user,80,KE
M_user_39955,user,90,VI
O_user_39956,user,35,MA
Q_user_39957,user,67,ID
H_user_39958,user,98,GE
H_user_39959,user,30,IL
Y_user_39960,user,57,NE
H_user_39961,user,78,LO
O_user_39962,user,19,SO
Z_user_39963,user,92,MA
O_user_39964,user,23,WY
L_user_39965,user,29,AR
Q_user_39966,user,28,NO
C_user_39967,user,86,IL
Q_user_39968,user,98,OR
I_user_39969,user,69,MI
T_user_39970,user,47,NE
P_user_39971,user,48,MA
B_user_39972,user,39,MA
Y_user_39973,user,76,OK
F_user_39974,user,98,RH
A_user_39975,user,18,NE
X_user_39976,user,19,NO
E_user_39977,user,83,MO
D_user_39978,user,22,LO
I_user_39979,user,15,AL
W_user_39980,user,20,NE
D_user_39981,user,19,MI
I_user_39982,user,12,WE
E_user_39983,user,90,NE
K_user_39984,user,62,MI
N_user_39985,user,24,TE
M_user_39986,user,37,NO
A_user_39987,user,64,LO
Q_user_39988,user,27,GE
S_user_39989,user,35,TE
L_user_39990,user,20,CO
I_user_39991,user,80,MA
K_user_39992,user,66,KE
N_user_39993,user,58,AL
K_user_39994,user,56,KE
S_user_39995,user,22,SO
S_user_39996,user,51,MA
Q_user_39997,user,75,FL
J_user_39998,user,59,AR
R_user_39999,user,31,NO
S_user_40000,user,76,MA
I_user_40001,user,14,AR
W_user_40002,user,97,MO
E_user_40003,user,78,CA
C_user_40004,user,91,NE
X_user_40005,user,81,KA
A_user_40006,user,30,MI
O_user_40007,user,85,IO
O_user_40008,user,82,FL
O_user_40009,user,61,NO
H_user_40010,user,64,OH
Q_user_40011,user,55,CA
X_user_40012,user,72,NE
T_user_40013,user,55,ID
Y_user_40014,user,77,NE
Q_user_40015,user,74,MI
J_user_40016,user,25,KA
X_user_40017,user,81,WI
S_user_40018,user,51,TE
C_user_40019,user,98,WE
B_user_40020,user,44,NE
D_user_40021,user,15,MI
F_user_40022,user,65,OK
T_user_40023,user,47,VE
T_user_40024,user,13,VI
I_user_40025,user,47,WA
G_user_40026,user,38,IO
H_user_40027,user,88,MA
S_user_40028,user,62,MI
L_user_40029,user,48,TE
D_user_40030,user,77,KE
G_user_40031,user,97,AR
P_user_40032,user,79,OH
T_user_40033,user,59,WI
U_user_40034,user,65,NE
A_user_40035,user,95,NE
P_user_40036,user,32,OH
R_user_40037,user,31,NO
F_user_40038,user,28,MO
A_user_40039,user,60,NE
U_user_40040,user,87,CA
W_user_40041,user,95,MI
Y_user_40042,user,40,KE
O_user_40043,user,85,VI
W_user_40044,user,34,TE
W_user_40045,user,64,LO
C_user_40046,user,40,IL
P_user_40047,user,32,NE
T_user_40048,user,75,LO
U_user_40049,user,61,TE
N_user_40050,user,21,WA
N_user_40051,user,51,MA
J_user_40052,user,83,NE
P_user_40053,user,67,RH
G_user_40054,user,39,MI
S_user_40055,user,24,TE
W_user_40056,user,84,MI
